A0013,E001,S24,00:16:27.200,00:16:30.600,VISUAL,,0.36,0.633,,,IMPORTED,Imported from legacy Project 12 object_id=6; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0014,E001,S30,00:25:04.600,00:25:07.200,VISUAL,,0.125,0.651,,,IMPORTED,Imported from legacy Project 12 object_id=6; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0015,E001,S30,00:25:07.900,00:25:12.200,VISUAL,,0.599,0.761,,,IMPORTED,Imported from legacy Project 12 object_id=6; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0016,E001,S30,00:25:32.700,00:25:37.200,VISUAL,,0.6,0.73,,,IMPORTED,Imported from legacy Project 12 object_id=6; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0017,E001,S30,00:25:38.300,00:25:40.300,VISUAL,,0.361,0.769,,,IMPORTED,Imported from legacy Project 12 object_id=6; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0018,E001,S30,00:25:40.400,00:25:44.300,VISUAL,,0.6,0.74,,,IMPORTED,Imported from legacy Project 12 object_id=6; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0019,E002,S05,00:02:04.500,00:02:07.500,VISUAL,,0.739,0.838,,,IMPORTED,Imported from legacy Project 12 object_id=9; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0020,E002,S06,00:02:45.100,00:02:53.400,VISUAL,,,,,,IMPORTED,Imported from legacy Project 12 object_id=9; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0021,E003,S09,00:04:37.100,00:04:39.600,VISUAL,,0.78,0.409,,,IMPORTED,Imported from legacy Project 12 object_id=11; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0022,E003,S17,00:10:41.900,00:10:44.900,VISUAL,,0.751,0.193,,,IMPORTED,Imported from legacy Project 12 object_id=11; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0023,E004,S05,00:02:28.000,00:02:41.600,VISUAL,,0.629,0.751,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0024,E004,S08,00:04:20.500,00:04:23.500,VISUAL,,0.275,0.639,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0025,E004,S08,00:04:27.800,00:04:30.800,VISUAL,,0.251,0.613,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0026,E004,S10,00:04:42.800,00:04:46.800,VISUAL,,0.398,0.644,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0027,E004,S10,00:04:52.700,00:04:57.700,VISUAL,,0.553,0.595,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0028,E004,S10,00:05:00.400,00:05:06.400,VISUAL,,0.67,0.695,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0029,E004,S10,00:05:11.000,00:05:16.000,VISUAL,,0.572,0.573,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0030,E004,S10,00:05:41.900,00:05:42.900,VISUAL,,0.267,0.604,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0031,E004,S10,00:05:45.500,00:05:53.500,VISUAL,,0.337,0.959,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0032,E004,S11,00:06:11.100,00:06:25.100,VISUAL,,0.328,0.636,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0033,E004,S12,00:06:31.700,00:06:35.700,VISUAL,,0.896,0.739,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0034,E004,S12,00:06:42.000,00:06:47.000,VISUAL,,0.78,0.708,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0035,E004,S12,00:07:14.800,00:07:16.800,VISUAL,,0.559,0.588,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0036,E004,S13,00:07:19.400,00:07:29.400,VISUAL,,0.192,0.691,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0037,E004,S21,00:12:52.800,00:13:21.400,VISUAL,,0.553,0.713,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0038,E004,S24,00:14:46.300,00:14:48.300,VISUAL,,0.325,0.702,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0039,E004,S24,00:14:52.300,00:14:56.300,VISUAL,,0.345,0.731,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0040,E004,S24,00:15:02.600,00:15:03.600,VISUAL,,0.073,0.727,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0041,E004,S24,00:15:06.900,00:15:09.900,VISUAL,,0.08,0.752,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0042,E004,S24,00:15:19.200,00:15:20.200,VISUAL,,0.362,0.633,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0043,E004,S24,00:15:25.100,00:15:31.100,VISUAL,,0.681,0.74,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0044,E004,S24,00:15:33.100,00:15:41.100,VISUAL,,0.357,0.795,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0045,E004,S24,00:15:51.100,00:15:52.100,VISUAL,,0.322,0.749,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0046,E004,S24,00:15:57.700,00:16:01.700,VISUAL,,0.337,0.66,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0047,E004,S24,00:16:17.900,00:16:24.900,VISUAL,,0.366,0.648,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0048,E004,S24,00:16:27.200,00:16:30.200,VISUAL,,0.368,0.681,,,IMPORTED,Imported from legacy Project 12 object_id=15; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0049,E005,S03,00:00:17.000,00:01:35.000,VISUAL,,0.405,0.709,,,IMPORTED,Imported from legacy Project 12 object_id=16; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0050,E005,S05,00:01:45.500,00:02:44.300,VISUAL,,0.413,0.694,,,IMPORTED,Imported from legacy Project 12 object_id=16; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0051,E005,S08,00:03:37.400,00:04:14.200,VISUAL,,0.623,0.661,,,IMPORTED,Imported from legacy Project 12 object_id=16; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0052,E005,S08,00:04:18.900,00:04:33.900,VISUAL,,0.784,0.594,,,IMPORTED,Imported from legacy Project 12 object_id=16; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0053,E005,S10,00:04:43.800,00:04:46.800,VISUAL,,0.283,0.492,,,IMPORTED,Imported from legacy Project 12 object_id=16; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0054,E005,S10,00:04:53.700,00:05:06.700,VISUAL,,0.471,0.558,,,IMPORTED,Imported from legacy Project 12 object_id=16; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0055,E005,S10,00:05:10.700,00:05:17.700,VISUAL,,0.463,0.601,,,IMPORTED,Imported from legacy Project 12 object_id=16; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0056,E005,S10,00:05:21.000,00:05:22.000,VISUAL,,0.839,0.78,,,IMPORTED,Imported from legacy Project 12 object_id=16; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0057,E005,S10,00:05:35.600,00:05:36.600,VISUAL,,0.419,0.847,,,IMPORTED,Imported from legacy Project 12 object_id=16; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0058,E005,S10,00:05:42.200,00:05:43.200,VISUAL,,0.478,0.459,,,IMPORTED,Imported from legacy Project 12 object_id=16; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0059,E005,S10,00:05:58.500,00:05:59.500,VISUAL,,0.455,0.468,,,IMPORTED,Imported from legacy Project 12 object_id=16; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0060,E005,S10,00:06:07.800,00:06:08.800,VISUAL,,0.245,0.804,,,IMPORTED,Imported from legacy Project 12 object_id=16; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0061,E005,S11,00:06:11.100,00:06:25.100,VISUAL,,0.723,0.645,,,IMPORTED,Imported from legacy Project 12 object_id=16; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0062,E005,S12,00:06:31.700,00:06:34.700,VISUAL,,0.173,0.727,,,IMPORTED,Imported from legacy Project 12 object_id=16; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0063,E005,S12,00:06:37.000,00:06:39.000,VISUAL,,0.497,0.644,,,IMPORTED,Imported from legacy Project 12 object_id=16; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0064,E005,S12,00:06:49.600,00:07:17.600,VISUAL,,0.588,0.563,,,IMPORTED,Imported from legacy Project 12 object_id=16; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0065,E005,S13,00:07:19.100,00:07:47.100,VISUAL,,0.726,0.726,,,IMPORTED,Imported from legacy Project 12 object_id=16; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0066,E005,S15,00:07:51.700,00:09:05.700,VISUAL,,0.42,0.587,,,IMPORTED,Imported from legacy Project 12 object_id=16; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0067,E005,S18,00:10:47.300,00:10:53.300,VISUAL,,0.162,0.465,,,IMPORTED,Imported from legacy Project 12 object_id=16; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0068,E005,S18,00:11:03.600,00:11:57.600,VISUAL,,0.215,0.644,,,IMPORTED,Imported from legacy Project 12 object_id=16; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0069,E006,S03,00:00:17.000,00:01:37.000,VISUAL,,0.379,0.782,,,IMPORTED,Imported from legacy Project 12 object_id=17; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0070,E007,S03,00:00:18.000,00:01:09.000,VISUAL,,0.522,0.949,,,IMPORTED,Imported from legacy Project 12 object_id=18; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0071,E007,S10,00:04:43.000,00:04:46.000,VISUAL,,0.272,0.668,,,IMPORTED,Imported from legacy Project 12 object_id=18; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0072,E007,S13,00:07:41.100,00:07:48.100,VISUAL,,0.629,0.903,,,IMPORTED,Imported from legacy Project 12 object_id=18; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0073,E007,S15,00:07:52.700,00:08:07.700,VISUAL,,0.501,0.724,,,IMPORTED,Imported from legacy Project 12 object_id=18; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0074,E007,S15,00:08:27.200,00:08:32.200,VISUAL,,0.112,0.853,,,IMPORTED,Imported from legacy Project 12 object_id=18; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0075,E007,S15,00:08:53.800,00:09:06.800,VISUAL,,0.332,0.863,,,IMPORTED,Imported from legacy Project 12 object_id=18; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0076,E007,S18,00:10:48.000,00:10:51.000,VISUAL,,0.158,0.641,,,IMPORTED,Imported from legacy Project 12 object_id=18; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0077,E007,S18,00:11:03.200,00:11:06.200,VISUAL,,0.423,0.963,,,IMPORTED,Imported from legacy Project 12 object_id=18; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0078,E007,S18,00:11:11.900,00:11:15.900,VISUAL,,0.136,0.731,,,IMPORTED,Imported from legacy Project 12 object_id=18; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0079,E008,S03,00:00:17.000,00:00:40.800,VISUAL,,0.355,0.762,,,IMPORTED,Imported from legacy Project 12 object_id=19; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0080,E009,S03,00:00:12.000,00:01:09.000,VISUAL,,0.226,0.468,,,IMPORTED,Imported from legacy Project 12 object_id=20; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0081,E009,S14,00:07:48.700,00:07:50.700,VISUAL,,0.279,0.687,,,IMPORTED,Imported from legacy Project 12 object_id=20; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0082,E010,S03,00:00:12.000,00:01:05.000,VISUAL,,0.205,0.589,,,IMPORTED,Imported from legacy Project 12 object_id=21; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0083,E011,S05,00:01:53.200,00:01:54.200,VISUAL,,0.699,0.722,,,IMPORTED,Imported from legacy Project 12 object_id=23; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0084,E011,S05,00:02:05.400,00:02:06.400,VISUAL,,0.345,0.71,,,IMPORTED,Imported from legacy Project 12 object_id=23; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0085,E011,S05,00:02:36.600,00:02:41.600,VISUAL,,0.356,0.736,,,IMPORTED,Imported from legacy Project 12 object_id=23; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0086,E011,S08,00:04:20.500,00:04:23.500,VISUAL,,0.47,0.807,,,IMPORTED,Imported from legacy Project 12 object_id=23; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0087,E011,S08,00:04:28.500,00:04:31.500,VISUAL,,0.409,0.817,,,IMPORTED,Imported from legacy Project 12 object_id=23; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0088,E011,S10,00:04:45.800,00:04:47.800,VISUAL,,0.287,0.544,,,IMPORTED,Imported from legacy Project 12 object_id=23; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0089,E011,S10,00:04:52.700,00:04:57.700,VISUAL,,0.538,0.805,,,IMPORTED,Imported from legacy Project 12 object_id=23; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0090,E011,S10,00:05:00.700,00:05:06.700,VISUAL,,0.76,0.917,,,IMPORTED,Imported from legacy Project 12 object_id=23; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0091,E011,S10,00:05:11.000,00:05:16.000,VISUAL,,0.469,0.797,,,IMPORTED,Imported from legacy Project 12 object_id=23; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0092,E011,S11,00:06:10.800,00:06:25.800,VISUAL,,0.515,0.865,,,IMPORTED,Imported from legacy Project 12 object_id=23; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0093,E011,S12,00:06:31.000,00:06:36.000,VISUAL,,0.787,0.839,,,IMPORTED,Imported from legacy Project 12 object_id=23; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0094,E011,S12,00:06:42.000,00:06:43.000,VISUAL,,0.697,0.835,,,IMPORTED,Imported from legacy Project 12 object_id=23; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0095,E011,S12,00:06:46.300,00:06:47.300,VISUAL,,0.713,0.853,,,IMPORTED,Imported from legacy Project 12 object_id=23; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0096,E011,S12,00:07:07.200,00:07:12.200,VISUAL,,0.425,0.812,,,IMPORTED,Imported from legacy Project 12 object_id=23; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0097,E011,S13,00:07:19.100,00:07:39.100,VISUAL,,0.399,0.619,,,IMPORTED,Imported from legacy Project 12 object_id=23; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0098,E012,S06,00:02:47.600,00:02:53.600,VISUAL,,0.225,0.449,,,IMPORTED,Imported from legacy Project 12 object_id=24; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0099,E012,S06,00:03:00.900,00:03:04.900,VISUAL,,0.346,0.65,,,IMPORTED,Imported from legacy Project 12 object_id=24; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0100,E012,S06,00:03:12.500,00:03:13.500,VISUAL,,0.333,0.679,,,IMPORTED,Imported from legacy Project 12 object_id=24; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0101,E012,S06,00:03:27.100,00:03:28.100,VISUAL,,0.342,0.7,,,IMPORTED,Imported from legacy Project 12 object_id=24; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0102,E012,S08,00:04:02.400,00:04:05.700,VISUAL,,0.266,0.701,,,IMPORTED,Imported from legacy Project 12 object_id=24; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0103,E013,S06,00:02:45.600,00:02:53.600,VISUAL,,0.695,0.35,,,IMPORTED,Imported from legacy Project 12 object_id=25; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0104,E013,S06,00:03:00.200,00:03:05.200,VISUAL,,0.524,0.613,,,IMPORTED,Imported from legacy Project 12 object_id=25; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0105,E013,S06,00:03:26.400,00:03:27.400,VISUAL,,0.523,0.668,,,IMPORTED,Imported from legacy Project 12 object_id=25; normalized from hotspot track using source gap rule (>1s starts a new appearance),ADVERTISING,INTERACTIVE,,w/h unavailable in source export.
A0106,E014,S04,00:01:42.400,00:01:45.100,VISUAL,,0.04,0.362,,,IMPORTED,Imported from legacy Project 12 object_id=26; normalized from hotspot track using source gap rule (>1s starts a new appearance),,,,"w/h unavailable in source export. High-density track: this row is a robust interval from a partial reconciliation, not a claim of exhaustive migration."
A0107,E014,S06,00:02:51.900,00:02:53.900,VISUAL,,0.521,0.277,,,IMPORTED,Imported from legacy Project 12 object_id=26; normalized from hotspot track using source gap rule (>1s starts a new appearance),,,,"w/h unavailable in source export. High-density track: this row is a robust interval from a partial reconciliation, not a claim of exhaustive migration."
A0108,E014,S06,00:02:59.900,00:03:04.900,VISUAL,,0.494,0.302,,,IMPORTED,Imported from legacy Project 12 object_id=26; normalized from hotspot track using source gap rule (>1s starts a new appearance),,,,"w/h unavailable in source export. High-density track: this row is a robust interval from a partial reconciliation, not a claim of exhaustive migration."
A0109,E014,S06,00:03:11.900,00:03:14.000,VISUAL,,0.493,0.267,,,IMPORTED,Imported from legacy Project 12 object_id=26; normalized from hotspot track using source gap rule (>1s starts a new appearance),,,,"w/h unavailable in source export. High-density track: this row is a robust interval from a partial reconciliation, not a claim of exhaustive migration."
